"acousticness","artists","danceability","duration_ms","energy","explicit","id","instrumentalness","key","liveness","loudness","mode","name","popularity","release_date","speechiness","tempo","valence","year"
0.00338,"['Yoke Lore']",0.666,261986,0.665,0,"3rFeq7vjP5iyhEDssZV49n",0.000104,9,0.068,-5.116,0,"Goodpain",59,"2017-05-23",0.0278,96.994,0.364,2017
0.0103,"['Rascal Flatts']",0.554,206827,0.903,0,"4D4xJ4LyDXBWIf9thFSMAJ",0,8,0.107,-3.152,1,"Yours If You Want It",59,"2017-05-19",0.0515,112.998,0.419,2017
0.00705,"['Sir Sly']",0.743,231897,0.733,0,"17aDyX39gb1iV1ZWvD1ffE",0.00753,2,0.0565,-5.576,1,"High",61,"2017-06-30",0.0352,122.975,0.726,2017
0.243,"['Yung Gravy']",0.887,184000,0.737,1,"2DulH2O6UpIL4VDlFhJknT",4.11e-05,6,0.109,-6.489,0,"Forget Me Thots",61,"2017-04-20",0.16,104.924,0.685,2017
0.000443,"['All Good Things']",0.485,279309,0.892,0,"1kd5qplldnxu16qcZXS3Yk",0,2,0.1,-3.586,0,"For the Glory",66,"2017-10-20",0.0809,142.046,0.576,2017
0.0112,"['Lil Uzi Vert']",0.788,189230,0.689,1,"0QV16pno66L6K3fn4W13b7",0,8,0.22,-7.211,1,"No Sleep Leak",59,"2017-08-25",0.13,136.045,0.681,2017
0.887,"['Imaginary Future', 'Kina Grannis']",0.637,227619,0.129,0,"77enz5hl8RicxrbPB56VXQ",0,11,0.0719,-17.082,1,"I Will Spend My Whole Life Loving You",66,"2017-06-16",0.0346,125.802,0.298,2017
0.872,"['Granular']",0,104516,2.03e-05,0,"2eWqBNH136U8Et0UTxBacB",1,1,0.0954,-27.194,1,"White Noise - BP 228 hz",63,"2017-10-14",0,0,0,2017
0.0848,"['Dove Cameron', 'Sofia Carson', 'Cameron Boyce', 'Booboo Stewart', 'China Anne McClain', 'Mitchell Hope', 'Thomas Doherty', 'Dylan Playfair']",0.478,252218,0.851,0,"537mRuCCiKQNFlN1vdSl1k",0,6,0.48,-5.936,0,"It's Goin' Down",65,"2017-07-21",0.377,155.856,0.575,2017
0.0431,"['Dirty Heads']",0.739,209142,0.754,1,"7lgvGRC1gN0JGgY9VGXsQT",0,8,0.0999,-5.034,1,"Vacation",60,"2017-10-13",0.035,150.017,0.793,2017
0.00306,"['Casey Donahew']",0.295,272787,0.663,0,"6LjvqlPeCj62wF4oPJ6XOe",0,7,0.114,-5.253,1,"3 Am",57,"2017-10-06",0.0337,100.01,0.199,2017
0.0103,"['Killumantii']",0.868,151632,0.55,1,"3TEtGpmiymgVmA0D27dAse",0.000297,11,0.108,-8.926,0,"Rules",60,"2017-07-31",0.363,151.917,0.201,2017
0.0583,"['Yandel', 'Bad Bunny']",0.808,223147,0.69,0,"1LszjjoVwDDZcWUQbzeDLG",0,1,0.103,-4.151,1,"Expl¨ªcale (feat. Bad Bunny)",66,"2017-09-08",0.148,125.086,0.64,2017
0.455,"['Calibre 50']",0.774,261973,0.603,0,"0ehx1p1HMn7NMKisZaO9oL",0,3,0.0901,-4.424,1,"Corrido De Juanito",64,"2017-10-13",0.0409,97.58,0.759,2017
0.0653,"['Mike Ryan']",0.416,205187,0.825,0,"1W3DDO8csBRUTdNITJgpag",0,7,0.342,-4.709,1,"The Rewrite",57,"2017-10-20",0.0403,135.912,0.397,2017
0.000744,"['Lil Skies']",0.811,155474,0.642,1,"3i5h463CsDCWV13a25RgEO",0,8,0.0981,-6.161,1,"Big Money",60,"2017-12-12",0.0661,160.946,0.546,2017
0.128,"['b¨¹low']",0.743,192293,0.523,0,"45iMwUi9OBJlEIsTJ4AStR",0.000124,7,0.135,-10.288,1,"Not A Love Song",63,"2017-11-03",0.0867,92.006,0.316,2017
0.0639,"['CVBZ']",0.627,168149,0.748,1,"0LcGOUrihGMa7yCq6jjd8a",0,11,0.135,-6.976,1,"Be Somebody",60,"2017-09-01",0.125,99.965,0.54,2017
0.116,"['Cub Sport']",0.529,242007,0.638,0,"13aTJyIiL95yMLU5df5jts",0,0,0.0964,-7.104,1,"Hawaiian Party",63,"2017-09-22",0.0301,169.96,0.504,2017
0.315,"['Dan Auerbach']",0.559,176027,0.466,0,"3MJov5mT64K42o1Rffhblq",0.0039,5,0.0933,-6.769,1,"Never in My Wildest Dreams",63,"2017-06-02",0.0362,117.21,0.623,2017
0.105,"['Kevin Gates']",0.667,220987,0.797,1,"7CCb8IeGwXfnENvvGnCk9c",0,11,0.17,-6.012,0,"Imagine That",57,"2017-09-22",0.35,180.015,0.816,2017
0.135,"['RaeLynn']",0.686,225627,0.525,0,"3YM0vEH7taFj7OLW3dWfiu",0,2,0.11,-6.721,1,"Love Triangle",58,"2017-03-24",0.0331,132.927,0.322,2017
0.0556,"['SUNMI']",0.722,180000,0.833,0,"0jFHMDRXxKaREor3hBEEST",0,6,0.195,-3.915,1,"Gashina",69,"2017-08-22",0.094,93.941,0.53,2017
0.0777,"['Little Mix', 'Machine Gun Kelly']",0.709,225200,0.779,0,"1NXDq5UBby80GsRNjGXVwE",7.47e-06,7,0.306,-3.534,0,"No More Sad Songs (feat. Machine Gun Kelly)",68,"2017-11-24",0.0464,102.024,0.701,2017
0.547,"['John Mayer']",0.858,234920,0.6,0,"1LM6t24SjQr2bJHqeGIR4U",0.00113,2,0.132,-6.677,1,"Still Feel Like Your Man",64,"2017-04-14",0.063,106.023,0.513,2017
0.0787,"['Lil Durk']",0.79,264862,0.56,1,"2bPYtv3okqX5zpSxtwLBuu",0,1,0.344,-7.043,1,"India",59,"2017-10-19",0.341,145.012,0.133,2017
0.00217,"['Remo Drive']",0.396,234535,0.718,0,"79lzbYqczF4oLoOkxx9mHK",0.00077,0,0.332,-6.794,0,"Yer Killin' Me",59,"2017-03-17",0.0814,165.272,0.366,2017
0.66,"['Billie Eilish', 'Jerry Folk']",0.447,200898,0.216,0,"58nxGpcCfNDiqmFXklOslz",0.011,11,0.139,-12.815,0,"Six Feet Under - Jerry Folk Remix",65,"2017-02-03",0.0508,134.868,0.0396,2017
0.889,"['Loren Allred']",0.382,80293,0.0541,0,"6f8b6mxNNDJdE5tC4MCTxt",2.88e-06,9,0.0832,-19.376,1,"Never Enough (Reprise)",65,"2017-12-08",0.03,82.486,0.133,2017
0.00796,"['In This Moment', 'Rob Halford']",0.54,247373,0.967,0,"3zUwwYcmob803s2Bkck8GY",0,1,0.683,-4.174,0,"Black Wedding (feat. Rob Halford)",63,"2017-07-21",0.162,136.896,0.293,2017
0.707,"['Laura Dreyfuss', 'Ben Platt']",0.467,227187,0.346,0,"7BbtvJqWnQRt8gSrWbUVym",0,1,0.102,-7.029,1,"Only Us",62,"2017-02-03",0.0271,69.006,0.243,2017
0.152,"['Dreams of Dreams']",0.146,120380,0.719,0,"15C6LZS1l1ulhDaUe2TbDO",0.976,0,0.712,-14.12,0,"Oceanic Calmness",61,"2017-05-06",0.0488,68.021,1e-05,2017
0.217,"['Rex Orange County']",0.505,301773,0.458,1,"3AbV3JF0bJAZXeHEJZfpke",0,7,0.116,-7.87,1,"4 Seasons",62,"2017-04-26",0.0392,123.922,0.17,2017
0.00543,"['Chris Brown']",0.614,129478,0.598,0,"3ojTJaonfkL96iIWa47SU3",0,10,0.1,-6.335,0,"Questions",66,"2017-10-31",0.0561,105.803,0.565,2017
0.172,"['Mike WiLL Made-It', 'Kendrick Lamar', 'Gucci Mane', 'Rae Sremmurd']",0.741,240926,0.562,1,"3A2OHirUAlQp2x73BJlEDA",0,4,0.0751,-5.474,0,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",61,"2017-03-24",0.165,180.068,0.292,2017
0.121,"['Jaden']",0.499,262474,0.712,0,"2IDMCaW8K2nrFOoR5UANUo",0.0798,1,0.0993,-7.563,0,"Fallen",62,"2017-11-17",0.119,82.523,0.231,2017
0.34,"['Hobo Johnson']",0.556,202285,0.69,1,"0J8oh5MAMyUPRIgflnjwmB",0,7,0.0976,-6.499,1,"Romeo & Juliet",59,"2017-11-07",0.754,61.939,0.642,2017
0.954,"['Sufjan Stevens']",0.462,135444,0.187,0,"5iR8v6fTc33LDo2t4w3342",0.847,4,0.0985,-19.991,1,"Futile Devices (Doveman Remix)",57,"2017-11-03",0.0304,140.096,0.252,2017
0.0753,"['Local Natives']",0.385,216840,0.604,0,"5AKYyNPYhumqKeOMhdEgQO",1.27e-05,9,0.718,-6.709,1,"I Saw You Close Your Eyes",58,"2017-03-23",0.0321,77.468,0.251,2017
0.08,"['Drake', 'Young Thug']",0.813,250770,0.551,1,"7bJ4mu7MHa3rHiNyKjOoSl",0,6,0.386,-7.605,0,"Ice Melts",61,"2017-03-18",0.353,124.957,0.598,2017
0.000507,"['Adelitas Way']",0.53,170177,0.967,0,"5PZo9NMyNLxOlpEFoYo611",0.205,0,0.0786,-2.108,1,"Notorious",61,"2017-10-20",0.0657,99.962,0.642,2017
0.02,"['Weezer']",0.53,195893,0.867,0,"2jz1bw1p0WQj0PDnVDP0uY",0.000248,11,0.737,-4.989,1,"Feels Like Summer",58,"2017-10-27",0.0504,175.981,0.74,2017
0.424,"['Ed Sheeran']",0.617,280533,0.439,0,"6PJ8FF6UR8FZXfEvpHkIVN",0,9,0.127,-5.63,1,"How Would You Feel (Paean)",69,"2017-03-03",0.0269,139.979,0.242,2017
0.355,"['Roy Blair']",0.578,246545,0.338,1,"6olfAuiqOGpkQLo4i5A7nd",3.92e-06,8,0.0866,-12.005,1,"Hazel",59,"2017-12-08",0.0405,83.876,0.53,2017
0.658,"['Angus & Julia Stone']",0.662,273533,0.585,0,"62oCnK99vT8HOgwPsvXuiM",0.881,5,0.102,-11.255,1,"Chateau",59,"2017-09-15",0.0367,129.979,0.606,2017
0.908,"['Sound Carrie']",0,158984,0.417,0,"5B0VPkUgRy54p9TassurNo",0.973,7,0.0953,-51.08,1,"Loopable Sound - Flight 2021",63,"2017-05-07",0,0,0,2017
0.346,"['MC Fioti', 'Future', 'J Balvin', 'Stefflon Don', 'Juan Mag¨¢n']",0.896,213989,0.675,1,"6k2900NjJeVqZM55G3Danu",8.11e-06,1,0.262,-3.908,1,"Bum Bum Tam Tam",70,"2017-12-15",0.124,131.999,0.659,2017
0.00533,"['The Living Tombstone']",0.648,230895,0.827,0,"6tMdpUXfT70TD6Eh3XfB1p",0.338,9,0.217,-4.78,0,"My Ordinary Life",62,"2017-11-23",0.042,176.005,0.598,2017
0.0824,"['The Head and the Heart']",0.433,219517,0.73,0,"4b1hVHiZrltoXPDskF0mCp",2.01e-06,8,0.105,-4.933,1,"Don't Dream It's Over",61,"2017-06-12",0.0315,84.138,0.346,2017
0.00298,"['Coast Modern']",0.634,237880,0.743,0,"2dq863fgcwToMdBxaPlyyT",1.96e-06,8,0.0442,-4.039,1,"Hollow Life",58,"2017-07-28",0.0392,118.937,0.243,2017
0.156,"['YoungBoy Never Broke Again']",0.695,236121,0.648,1,"627Ue4WpTs3P9DumoK3BVx",0,5,0.186,-7.34,0,"War with Us",58,"2017-07-31",0.0831,80.037,0.523,2017
0.163,"['Zach Williams']",0.456,265120,0.438,0,"6Z85UCEueQcgSyChlrEu5G",0,5,0.194,-8.457,1,"Fear Is a Liar",58,"2017-09-15",0.0286,144.047,0.0972,2017
0.967,"['Elijah Who']",0.614,65790,0.277,0,"23gcQr3NRKzLXsP9H5jFQ1",0.891,1,0.0698,-11.943,0,"my new love",63,"2017-09-29",0.042,84.938,0.236,2017
0.409,"['Lil Uzi Vert']",0.697,264124,0.531,1,"14nAQy3fHVzDb7LKxpS7Ld",0,10,0.142,-5.527,0,"Pretty Mami",59,"2017-08-25",0.0402,139.972,0.621,2017
0.558,"['Novo Amor']",0.334,273107,0.397,0,"0u4rkpmNtgcFxYHepnVF4v",0.0781,7,0.126,-7.993,1,"Carry You",65,"2017-05-26",0.0283,92.291,0.0351,2017
0.446,"['Calvin Harris', 'Future', 'Khalid']",0.753,272653,0.76,1,"0lMbuWUpfTWhEmOKxppEau",3.13e-05,6,0.182,-4.518,0,"Rollin (feat. Future & Khalid)",63,"2017-06-30",0.0859,91.953,0.657,2017
0.366,"['T3R Elemento', 'Salazar Y Su Nueva Eskuela']",0.679,175664,0.742,0,"24pxBWIiPsM0niVeKJFDrU",0,7,0.196,-7.104,0,"Poncho Konos",62,"2017-11-03",0.0523,118.998,0.582,2017
0.0418,"['Future']",0.938,261752,0.478,1,"2Nfd2ITp4WkI1aoZlYpZwg",0.00884,1,0.0801,-9.739,1,"I'm so Groovy",60,"2017-06-30",0.265,138.059,0.386,2017
0.145,"['Camila Cabello']",0.643,227088,0.709,0,"6VpQdig9pdpTSIFItgkJV5",0.000449,0,0.115,-4.343,1,"Never Be the Same",64,"2017-12-17",0.0733,129.961,0.264,2017
0.694,"['Jaymes Young']",0.61,217400,0.59,0,"0vMI3AJPQMjytAu8XMWr65",2.32e-06,11,0.15,-7.325,0,"Feel Something",65,"2017-06-23",0.0362,137.838,0.352,2017
0.0192,"['LCD Soundsystem']",0.58,349693,0.622,0,"53PkA8aXiwH4ppa0V0iO7o",0.653,5,0.648,-12.005,1,"oh baby",63,"2017-09-01",0.0352,169.442,0.781,2017
0.303,"['Alan Walker', 'Noah Cyrus', 'Digital Farm Animals', 'Juliander']",0.658,199111,0.678,0,"5yFSF6qQA1rcLsQRnBsZgb",0,1,0.361,-4.407,1,"All Falls Down (feat. Juliander)",71,"2017-10-27",0.058,97.976,0.662,2017
0.272,"['Lil Uzi Vert']",0.822,219107,0.437,1,"2PLGsORkOCdEI3jTSyO2Id",0,10,0.0688,-7.815,1,"Loaded",59,"2017-11-17",0.41,142.619,0.314,2017
0.216,"['Destroy Boys']",0.457,157440,0.943,1,"2NBxGmbCTLArOiMyWEWsPE",0.000245,1,0.206,-5.271,0,"I Threw Glass at My Friend's Eyes and Now I'm on Probation",60,"2017-02-04",0.0768,101.837,0.373,2017
0.0559,"['Ed Sheeran']",0.78,189280,0.745,0,"5HDPtsnyb3maFmPL8LLUTG",0,7,0.0595,-3.97,1,"New Man",68,"2017-03-03",0.145,94.026,0.862,2017
0.0248,"['MISSIO']",0.573,231587,0.754,0,"6AvslIXIi9iaGvukefyVVK",0.00019,4,0.104,-4.788,1,"Bottom Of The Deep Blue Sea",62,"2017-05-19",0.0329,132.964,0.241,2017
0.076,"['Paramore']",0.734,235707,0.626,0,"6t44iU80A0h8WQ7vc4OoRj",6.54e-06,7,0.168,-5.685,1,"Fake Happy",63,"2017-05-12",0.0458,98.559,0.44,2017
0.921,"['Taylor Swift']",0.661,235467,0.151,0,"7F5oktn5YOsR9eR5YsFtqb",0,0,0.13,-12.864,1,"New Year¡¯s Day",63,"2017-11-10",0.0354,94.922,0.23,2017
0.0459,"['Lil Uzi Vert', 'The Weeknd']",0.778,190355,0.707,1,"5O8x1YlmLQopQHErxtDfi9",0,4,0.111,-3.606,0,"UnFazed (feat. The Weeknd)",60,"2017-08-25",0.0746,126.684,0.458,2017
0.307,"['Kid Quill']",0.78,243911,0.573,1,"2Ndr5fzMUJvSPzwoBth8Aw",0.000113,2,0.14,-9.23,1,"Small Talk",59,"2017-09-08",0.0615,99.962,0.377,2017
0.0625,"['Quality Control', 'Lil Yachty', 'Quavo', 'Offset']",0.977,145188,0.303,1,"0CjHqLvr4EdjBJ0XiKtbCI",0,0,0.184,-10.819,1,"Menace",58,"2017-12-08",0.539,116.063,0.214,2017
0.398,"['Camila Cabello', 'Daddy Yankee']",0.751,199095,0.579,0,"3whrwq4DtvucphBPUogRuJ",2.28e-05,2,0.133,-4.036,1,"Havana - Remix",67,"2017-11-12",0.0321,105.031,0.349,2017
0.86,"['Hobo Johnson']",0.523,196056,0.394,1,"3DEBzWeKiotejoASmaaMZV",0,3,0.105,-10.184,1,"Creve Coeur 1",59,"2017-11-07",0.366,141.606,0.264,2017
0.85,"['Ed Sheeran']",0.552,247107,0.29,0,"6TIU9Ehmi6dMzZK73Ym4yj",0,10,0.227,-5.617,1,"Save Myself",68,"2017-03-03",0.0448,78.842,0.481,2017
0.41,"['Gigolo Y La Exce', 'Bad Bunny']",0.715,227291,0.615,1,"1XDBrOUa5swy7lhO06mggm",0,5,0.126,-5.475,0,"Sexto Sentido (feat. Bad Bunny)",66,"2017-08-17",0.0686,140.977,0.52,2017
0.0266,"['BROWN & GRAY']",0.633,181594,0.782,0,"1fcuD2t3q9QZi8IjBSB48E",0,2,0.139,-4.311,1,"Top Down",58,"2017-06-30",0.0345,127.991,0.542,2017
0.0868,"['P!nk']",0.412,250053,0.619,1,"2DlIwu1iDTILEMXA7MUotn",2.55e-06,7,0.4,-6.39,1,"Beautiful Trauma",66,"2017-10-13",0.0725,95.977,0.234,2017
0.016,"['$uicideBoy$', 'Germ']",0.85,141819,0.805,1,"44ApO1Q5s0dXveC0zRlWxi",0,8,0.104,-4.541,1,"Obey The Walrus",60,"2017-02-21",0.233,149.127,0.346,2017
0.594,"['Gorillaz', 'Vince Staples']",0.676,155973,0.905,1,"2bBMODHVTXGwE2aZYfbgCt",0,1,0.154,-2.569,1,"Ascension (feat. Vince Staples)",62,"2017-04-28",0.147,152.186,0.519,2017
0.271,"['Lil Pete']",0.803,185933,0.679,1,"3vRjR10C2dZgs2Y6MFESqH",0,1,0.0412,-3.78,0,"It Ain't Shit",57,"2017-09-29",0.163,98.009,0.503,2017
0.0606,"['Gucci Mane', 'Drake', 'Lil Wayne']",0.834,252017,0.493,1,"3VCYe6mCXebBgcfzaxCVNI",7.95e-05,5,0.0666,-6.567,0,"Both (feat. Drake & Lil Wayne) - Remix",59,"2017-04-14",0.128,140.007,0.28,2017
0.0565,"['Tay-K', 'Diego Money', 'Bandmanfari']",0.662,131000,0.565,1,"7de1qGSxUfnKLNqncRksuk",3.72e-05,1,0.264,-7.852,1,"Gotta Blast (feat. Diego Money & Bandman Fari)",59,"2017-12-14",0.406,163.084,0.335,2017
0.000572,"['Three Days Grace']",0.492,198360,0.932,0,"5Z6UMh8TMzxXslMc3bRXy1",4.75e-06,10,0.123,-4.689,1,"The Mountain",64,"2018-03-09",0.052,92.497,0.33,2018
0.66,"['Maggie Rogers']",0.712,250837,0.46,0,"5sn1BmEOPP1bu4cZq9OgoF",6.42e-06,0,0.101,-9.6,1,"Tim McGraw - Recorded At Spotify Studios NYC",62,"2018-12-12",0.201,79.98,0.123,2018
0.0115,"['6ix9ine', 'Lil Baby']",0.82,135739,0.691,1,"2UbGTULrgk641ZzV4vWfXK",0,6,0.344,-6.646,0,"TIC TOC",68,"2018-11-27",0.0723,142.027,0.683,2018
0.192,"['The Chainsmokers', 'Drew Love']",0.32,221987,0.63,0,"0fTiDOXRNEN0lUeYGoSHml",0,10,0.102,-7.019,0,"Somebody",67,"2018-12-14",0.0493,203.443,0.323,2018
0.818,"['Noah Cyrus', 'Gallant']",0.359,226747,0.421,0,"4G4EoG2Dk7kjisJKv9DP5h",0,5,0.153,-4.069,0,"Mad at You (with Gallant)",64,"2018-09-07",0.0356,161.244,0.499,2018
0.657,"['Ariana Grande']",0.604,322027,0.449,1,"7u6DMPznGbpziuEgCE0JGQ",0,9,0.0932,-6.564,0,"get well soon",65,"2018-08-17",0.0353,100.355,0.528,2018
0.0138,"['Morgan Wallen']",0.673,173960,0.876,0,"7N3MO5mFhgoH2VRvydLxsJ",0,0,0.211,-3.338,1,"If I Ever Get You Back",60,"2018-04-27",0.0345,139.951,0.962,2018
0.996,"['Granular']",0.121,133583,0.633,0,"4RTVyXYNmaKyqVDnmU4gJZ",0.424,10,0.126,-24.715,0,"Dream",67,"2018-09-05",0.056,78.844,1e-05,2018
0.248,"['Mt. Joy']",0.729,199387,0.406,0,"7I0Ep2xYqltHpke3Kg0WPT",0,8,0.114,-9.388,1,"Jenny Jenkins",61,"2018-03-02",0.0533,127.954,0.177,2018
0.00837,"['Peach Pit']",0.559,216427,0.89,0,"0SBariQWfKjoslW2XSIFOm",0.00759,11,0.103,-5.188,1,"Seventeen",63,"2018-06-27",0.0387,91.509,0.809,2018
0.103,"['Lord Huron']",0.686,311227,0.413,0,"4FE9SgxcOoCNuGnaaU8TXz",0.115,6,0.122,-6.332,0,"When the Night is Over",62,"2018-04-20",0.0263,95.989,0.595,2018
0.422,"[""Olivia O'Brien"", 'G-Eazy', 'Drew Love']",0.728,200773,0.646,1,"3qjf2YP8G2RNFanYZDcZUk",0,5,0.0899,-4.387,0,"RIP (feat. G-Eazy & Drew Love)",62,"2018-06-29",0.0463,103.983,0.46,2018
0.75,"['Frad']",0.732,173143,0.303,0,"733hyyG8U8kxxebds98nc6",0.828,4,0.141,-13.575,1,"First Date",65,"2018-04-21",0.057,82.555,0.601,2018
0.269,"['Alesso']",0.601,190295,0.775,0,"6jreFSOTUAViWjKyzOC4Kg",0,0,0.0883,-4.612,1,"REMEDY",74,"2018-08-31",0.0473,119.964,0.483,2018
0.0262,"['BlackMayo']",0.827,120947,0.535,1,"53MnFFUIhlOHnyE5aMOnZU",0,7,0.111,-8.697,1,"Jus' Know",64,"2018-12-03",0.0461,129.941,0.48,2018
0.374,"['6LACK']",0.565,183265,0.386,1,"7c3K8ifIoaVZ2MSUuGo0Co",0.000189,11,0.131,-12.383,0,"Nonchalant",64,"2018-09-14",0.399,83.032,0.0598,2018
0.277,"['Lil Baby', 'Gunna']",0.793,213287,0.395,1,"4F6yN5FsFW10Ucx7cLCzBh",1.4e-05,1,0.109,-5.578,1,"Ready (feat. Gunna)",61,"2018-11-30",0.385,77.027,0.129,2018
0.0607,"['J. Cole']",0.72,286730,0.626,1,"5Lgqu1th1KqlG97OF2gWGe",0,8,0.0728,-9.351,1,"Window Pain - Outro",62,"2018-04-20",0.397,75.032,0.182,2018
0.0649,"['Loote']",0.781,197147,0.742,1,"3PWKPX3YJAHBL8JozsWTMC",0,8,0.293,-4.978,1,"Your Side Of The Bed",65,"2018-06-15",0.0296,109.915,0.91,2018
0.164,"['Shoreline Mafia', 'OHGEESY', 'Fenix Flexin']",0.749,164400,0.755,1,"7oW5YZZVeesParmVY7gx6s",1.22e-05,0,0.176,-5.875,1,"Pressure (feat. OhGeesy & Fenix Flexin)",61,"2018-12-07",0.141,102.973,0.323,2018
0.486,"['Bad Bunny']",0.74,187273,0.595,1,"3kG1jgWIDmjJkXhOiOmioO",0,1,0.163,-9.082,1,"Dime Si Te Acuerdas",67,"2018-02-22",0.0623,131.96,0.316,2018
0.0294,"['Machine Gun Kelly']",0.839,157093,0.638,1,"4jaH6whRB6Zgy5EzvKN5ZL",2.04e-06,9,0.105,-5.905,1,"LOCO",63,"2018-09-21",0.194,141.044,0.314,2018
0.00131,"['Kolby Cooper']",0.395,268539,0.737,0,"610z3fv4hqlH5eff9yBJTN",6.66e-05,6,0.364,-4.962,1,"It Ain't Me",59,"2018-02-15",0.0304,150.056,0.239,2018
0.189,"['BTS']",0.569,251280,0.793,0,"4eVkn18rN4GguUWOsR6Use",0,1,0.111,-3.749,1,"Answer : Love Myself",70,"2018-08-24",0.0405,108.048,0.45,2018
0.000683,"['Slipknot']",0.499,340132,0.97,1,"6vAQtUlYrzolE6SS9QCTs5",0.136,0,0.0871,-2.838,1,"All Out Life",67,"2018-10-31",0.116,106.558,0.0506,2018
0.033,"['Lil Wayne']",0.879,189909,0.662,1,"0Y7di9ZCmB6Elad5WISaPc",0,2,0.716,-6.162,1,"Dedicate",61,"2018-09-28",0.309,117.975,0.723,2018
0.229,"['Alan Walker']",0.673,160427,0.914,0,"3LlmKSHR3Rs0Y3KHQLAYDk",0.000478,10,0.186,-3.962,1,"Alone",74,"2018-12-14",0.0496,97.021,0.183,2018
0.204,"['Jason Mraz']",0.643,226107,0.638,0,"7BXW1QCg56yzEBV8pW8pah",0,1,0.0707,-4.947,0,"Have It All",67,"2018-08-10",0.0407,82.001,0.6,2018
0.558,"['A Boogie Wit da Hoodie']",0.792,198054,0.484,1,"2A4vCndSkZ3jd5nfh3a8gc",0,7,0.134,-7.801,0,"Skeezers",63,"2018-12-21",0.155,140.019,0.353,2018
0.468,"['Astrus*']",0.671,131202,0.288,1,"0I3Lzmf3JDIOyFLcrruRjO",0,1,0.139,-14.176,1,"She Wonders Why",63,"2018-02-07",0.496,68.287,0.42,2018
0.189,"['Johnny Orlando', 'kenzie']",0.735,219187,0.584,0,"4v7DgEMw6EvYyuQ4eWFD9l",0,1,0.125,-5.047,1,"What If (I Told You I Like You)",69,"2018-05-18",0.14,93.016,0.395,2018
0.00317,"['Key Glock']",0.916,152693,0.625,1,"0lOKsvuwUhu0a6ZEaviQ46",0,2,0.0933,-7.36,1,"Since 6ix",60,"2018-11-23",0.241,128.094,0.46,2018
0.76,"['Floreyyyy', 'Shiloh']",0.836,174700,0.0812,0,"4NENA1LQEFiBzZZymbOEzP",0.00418,11,0.136,-13.682,1,"Not Even Her (feat. Shiloh)",65,"2018-01-05",0.184,105.635,0.567,2018
0.257,"['Cavetown']",0.425,270429,0.34,0,"6FCtVFA2m7j60qnlN1Sxko",0,2,0.117,-11.208,1,"Green",64,"2018-01-01",0.035,134.977,0.117,2018
0.231,"['Wallows']",0.631,237027,0.634,0,"0z9dPcBhJvqO06QMaKelUE",1.3e-05,6,0.0924,-4.456,1,"Drunk on Halloween",63,"2018-10-12",0.0247,100.967,0.774,2018
0.224,"['YoungBoy Never Broke Again']",0.809,176990,0.845,1,"3A1BaBGT3HgzuDrV9pgX9v",0,10,0.638,-5.843,0,"Overdose",60,"2018-06-29",0.352,90.015,0.67,2018
0.1,"['Playboi Carti', 'Young Nudy']",0.912,161200,0.755,1,"45Ln3F9PRPYTXBcMFkZMzS",0,2,0.179,-5.393,1,"R.I.P. Fredo (feat. Young Nudy) - Notice Me",62,"2018-05-11",0.142,140.051,0.625,2018
0.0492,"['Future', 'Juice WRLD', 'Gunna']",0.755,230533,0.503,1,"0JR7iZZ6Ql79sXW3rbiS3F",0,0,0.226,-8.06,1,"Ain't Livin Right (feat. Gunna)",62,"2018-10-19",0.206,142.011,0.524,2018
0.149,"['Super Yei', 'Sammy', 'Myke Towers', 'Lenny Tav¨¢rez', 'Rafa Pab<U+00F6>n']",0.656,307435,0.662,0,"6t94PGXYAuo9GbJEnMpPcW",8e-06,1,0.16,-1.387,1,"La Forma en Que Me Miras",77,"2018-08-04",0.191,189.983,0.573,2018
0.112,"['Tom MacDonald']",0.81,208320,0.582,1,"5ASFhZRvMbgqRZJtSmwzex",0,0,0.0526,-5.826,1,"Everybody Hates Me",62,"2018-11-10",0.194,124.892,0.497,2018
0.0402,"['Logic', 'Wiz Khalifa']",0.742,260320,0.72,1,"0jqBo5RYn008f4ZY8kPewW",0.000846,0,0.0839,-2.876,1,"Indica Badu",63,"2018-03-09",0.116,77.011,0.97,2018
0.834,"['Earl Sweatshirt']",0.489,66133,0.624,1,"6cmt9CRoK0KGcNg9Tpje53",0.347,4,0.325,-1.916,0,"Riot!",62,"2018-11-30",0.0344,167.108,0.574,2018
0.235,"['Camila Cabello', 'Swae Lee']",0.701,223583,0.512,0,"5vnpANH92iEajvGwE2oQ6r",5.07e-06,0,0.135,-6.869,0,"Real Friends",68,"2018-08-16",0.0969,91.947,0.663,2018
0.158,"['Ella Mai']",0.397,239341,0.843,0,"4squZv12LD9M8ooJfoVgZS",0,10,0.0844,-3.726,0,"Boo'd Up",63,"2018-10-12",0.0987,81.201,0.22,2018
0.00331,"['DaBaby']",0.915,137947,0.511,1,"2Yp9qysxGcSZocXOiv3hYs",0,6,0.0752,-7.482,0,"Today - Intro",60,"2018-06-01",0.323,140.036,0.619,2018
0.426,"['Ashley McBryde']",0.639,209080,0.479,0,"7qcRDEpmDWS0bLHaZRYE8c",0,1,0.151,-6.192,1,"A Little Dive Bar in Dahlonega",61,"2018-03-30",0.0447,146.084,0.571,2018
